	Word	PoS	FrSp		LL	FrWr
	but	Prep	14	-	41.5	23
	promised	Verb	14	-	256.5	42
	coach	NoC	14	-	111.3	30
	judgement	NoC	14	-	71.8	26
	deposit	NoC	14	-	9.1	18
	Paula	NoP	14	+	8.4	10
	stages	NoC	14	-	277.7	44
	double	NoC	14	+	8.5	10
	hydrogen	NoC	14	+	2.1	12
	encouraged	Verb	14	-	359.8	50
	Trent	NoP	13	+	5.9	11
	covers	Verb	13	-	23.4	20
	persuade	Verb	13	-	63.9	25
	entrance	NoC	13	-	144.0	33
	crisps	NoC	13	+	183.4	3
	written	Adj	13	-	170.7	35
	fed	Verb	13	-	40.4	23
	Notts	NoP	13	+	178.7	3
	healthy	Adj	13	-	207.3	38
	promote	Verb	13	-	151.9	34
	Walsall	NoP	13	+	242.0	2
	ultimately	Adv	13	-	116.4	31
	agencies	NoC	13	-	217.1	39
	magazines	NoC	13	-	10.4	18
	minimum	NoC	13	-	30.6	21
	developments	NoC	13	-	441.2	56
	diamond	NoC	13	+	4.9	11
	payments	NoC	13	-	339.4	48
	shoot	Verb	13	-	1.6	15
	leading	Adj	13	-	614.1	67
	incredible	Adj	13	+	1.1	12
	Derby	NoP	13	+	1.1	12
	posh	Adj	13	+	161.2	3
	request	NoC	13	-	242.8	41
	provides	Verb	13	-	1016.5	92
	employ	Verb	13	-	8.5	17
	soap	NoC	13	+	0.0	13
	scared	Adj	13	+	2.1	12
	cool	Adj	13	-	142.0	33
	format	NoC	13	-	34.1	22
	tour	NoC	13	-	546.2	62
	remains	Verb	13	-	860.9	82
	suffered	Verb	13	-	489.3	59
	Anthony	NoP	13	-	60.3	25
	linked	Verb	13	-	269.8	43
	rare	Adj	13	-	368.4	50
	Harry	NoP	13	-	359.5	50
	since	Adv	13	-	116.7	31
	crazy	Adj	13	-	14.0	18
	content	NoC	13	-	344.9	49
	affairs	NoC	13	-	816.9	80
	allows	Verb	13	-	288.2	45
	farmer	NoC	13	-	41.7	23
	proceed	Verb	13	-	38.3	22
	injury	NoC	13	-	366.1	50
	parliamentary	Adj	13	-	321.9	47
	rely	Verb	13	-	99.2	29
	oops	Int	13	+	431.2	1
	allowances	NoC	13	+	0.5	12
	dying	Verb	13	-	10.2	17
	industries	NoC	13	-	321.3	47
	exact	Adj	13	-	46.2	23
	tiles	NoC	13	+	2.0	12
	applies	Verb	13	-	107.1	30
	bom	NoC	13	+	480.9	0
	wheels	NoC	13	-	4.9	16
	carrots	NoC	13	+	119.9	4
	physically	Adv	13	-	28.7	21
	manner	NoC	13	-	607.0	66
	assistance	NoC	13	-	323.0	47
	warning	NoC	13	-	260.8	42
	billion	NoC	13	-	390.0	51
	teddy	NoC	13	+	165.6	3
	Shakespeare	NoP	13	-	19.9	19
	covering	Verb	13	-	125.7	31
	handle	NoC	13	+	1.0	12
	chose	Verb	13	-	115.3	30
	in charge of	Prep	13	-	8.9	17
	och	Int	13	+	365.6	1
	experiences	NoC	13	-	192.2	37
	criterion	NoC	13	+	0.0	13
	de*	NoP	13	-	1461.0	117
	Americans	NoC	13	-	111.9	30
	announced	Verb	13	-	1430.9	116
	dentist	NoC	13	+	87.7	5
	wash	NoC	13	+	35.6	7
	aids	NoC	13	-	157.5	34
	skirt	NoC	13	-	1.0	14
	outstanding	Adj	13	-	135.8	32
	adequate	Adj	13	-	210.8	38
	cells	NoC	13	-	890.1	84
	painted	Verb	13	-	69.7	26
	priorities	NoC	13	-	30.1	21
	border	NoC	13	-	272.1	43
	shillings	NoC	13	+	64.4	6
	drawer	NoC	13	+	13.9	9
	live	Adj	13	-	120.9	31
	string	NoC	13	-	102.1	29
	tower	NoC	13	-	182.9	36
	cancel	Verb	13	+	20.2	8
	brush	NoC	13	-	0.0	13
	Abingdon	NoP	13	+	135.2	3
	festival	NoC	13	-	144.7	33
	mud	NoC	13	-	24.8	20
	claimed	Verb	13	-	1008.4	91
	straw	NoC	13	-	0.3	14
	Albert	NoP	13	-	50.7	23
	pass	NoC	13	-	16.1	18
	lets	Verb	13	+	17.1	9
	frame	NoC	13	-	157.8	34
	females	NoC	13	-	29.2	21
	largely	Adv	13	-	841.9	80
	mixture	NoC	13	-	172.3	35
	harm	NoC	13	-	56.6	24
	Oliver	NoP	13	-	54.5	24
	suite	NoC	13	+	0.0	13
	tradition	NoC	13	-	451.9	56
	funeral	NoC	13	-	43.3	22
	relationships	NoC	13	-	598.0	65
	developing	Adj	13	-	144.5	33
	expertise	NoC	13	-	93.6	28
	stones	NoC	13	-	174.7	35
	eighties	Num	13	+	25.2	8
	fraction	NoC	13	-	2.7	15
	classroom	NoC	13	-	53.9	24
	flipping	Adj	13	+	393.0	1
	cinema	NoC	13	-	27.6	20
	efforts	NoC	13	-	535.1	61
	duties	NoC	13	-	256.1	41
	rapidly	Adv	13	-	364.6	49
	driving	Adj	13	+	0.1	13
	murder	NoC	13	-	495.4	58
	curriculum	NoC	13	-	487.5	58
	sons	NoC	13	-	203.4	37
	constantly	Adv	13	-	146.4	33
	stall	NoC	13	+	40.5	7
	excited	Adj	13	-	8.6	17
	claims	NoC	13	-	479.3	57
	scientific	Adj	13	-	591.5	65
	penalty	NoC	13	-	98.3	28
	coloured	Adj	13	-	23.0	19
	collected	Verb	13	-	183.5	36
	nerves	NoC	13	+	0.7	12
	even when	Conj	13	-	72.6	26
	Charles	NoP	13	-	1173.6	100
	copper	NoC	13	-	16.6	18
	name	Verb	13	-	0.0	13
	dark	NoC	13	-	150.7	33
	prince	NoC	13	-	589.5	64
	intelligent	Adj	13	-	24.7	20
	menu	NoC	13	-	7.1	16
	female	NoC	13	-	42.5	22
	crucial	Adj	13	-	353.9	48
	nowt	Pron	13	+	311.3	1
	indicated	Verb	13	-	335.8	47
	arising	Verb	13	-	52.0	23
	mean	Adj	13	-	84.9	27
	racing	Verb	13	-	61.0	24
	earnings	NoC	13	-	167.5	34
	brand new	Adj	13	+	96.5	4
	gather	Verb	13	-	5.5	16
	enquiries	NoC	13	-	10.6	17
	carers	NoC	13	+	0.4	12
	supply	Verb	13	-	96.2	28
	historical	Adj	13	-	532.0	60
	locks	NoC	13	+	18.9	8
	corporate	Adj	13	-	373.0	50
	arrangement	NoC	13	-	178.0	35
	Sheila	NoP	13	+	11.6	9
	slate	NoC	13	+	63.0	6
	shows	NoC	13	-	18.6	19
	sharing	Verb	13	-	45.2	22
	object	Verb	13	+	5.8	10
	engineers	NoC	13	-	85.8	27
	registration	NoC	13	-	54.7	23
	directory	NoC	13	-	4.2	15
	impressed	Adj	13	-	9.0	17
	up to date	Adj	13	+	54.2	6
	mix	Verb	13	+	0.4	12
	explanation	NoC	13	-	400.7	51
	signal	NoC	13	-	113.1	29
	dreams	NoC	13	-	80.8	26
	crew	NoC	13	-	136.0	31
	directive	NoC	13	-	15.2	18
	burn	Verb	13	+	0.4	12
	corn	NoC	13	+	0.8	12
	cities	NoC	13	-	340.3	47
	delivered	Verb	13	-	154.5	33
	societies	NoC	13	-	340.5	47
	training	Verb	13	+	4.9	10
	ships	NoC	13	-	106.1	29
	award	NoC	13	-	2288.3	163
	steam	NoC	13	-	122.1	30
	loan	NoC	13	-	257.1	41
	promotion	NoC	13	-	186.1	36
	sensitive	Adj	13	-	231.1	39
	pairs	NoC	13	-	43.1	22
	receiving	Verb	13	-	132.0	31
	headquarters	NoC	13	-	113.2	29
	crying	Verb	13	-	0.9	14
	poverty	NoC	13	-	158.8	33
	painting	NoC	13	-	258.8	41
	species	NoC	13	-	1277.2	106
	hurts	Verb	13	+	115.5	4
	winning	Verb	13	-	162.3	34
	lawn	NoC	13	+	3.8	11
	Brenda	NoP	13	+	76.3	5
	facility	NoC	13	-	56.6	24
	towns	NoC	13	-	302.9	44
	Caroline	NoP	13	-	25.2	19
	contacts	NoC	13	-	41.7	22
	White	NoP	13	-	122.4	30
	struggle	NoC	13	-	247.8	40
	easiest	Adj	13	+	29.3	7
	wore	Verb	13	-	146.9	32
	regarded	Verb	13	-	799.2	77
	India	NoP	13	-	401.6	51
	refers	Verb	13	-	32.1	20
	knees	NoC	13	-	94.1	27
	flexibility	NoC	13	-	33.7	21
	exists	Verb	13	-	171.4	34
	construction	NoC	13	-	673.3	69
	democratic	Adj	13	-	609.3	65
	cooked	Verb	13	+	15.1	9
	reducing	Verb	13	-	137.5	31
	Adrian	NoP	13	+	11.0	9
	officials	NoC	13	-	646.8	67
	practically	Adv	13	-	1.8	14
	bench	NoC	13	-	35.8	21
	basket	NoC	13	-	0.6	14
	twenties	Num	13	+	38.0	7
	pollution	NoC	13	-	309.3	45
	Raymond	NoP	13	+	18.4	8
	exceptions	NoC	13	-	3.8	15
	book	Verb	13	+	105.1	4
	changing	Adj	13	-	78.0	26
	mam	NoC	13	+	93.0	4
	commitments	NoC	13	-	0.5	13
	Gulf	NoP	13	-	77.7	26
	ride	NoC	13	-	14.7	17
	eleventh	Num	13	+	52.1	6
	operating	Verb	13	-	107.0	28
	cousin	NoC	13	-	21.5	19
	bless	Verb	13	+	72.0	5
	jeans	NoC	13	-	0.1	13
	wing	NoC	13	-	127.7	30
	clarify	Verb	13	+	12.5	9
	suit	Verb	13	-	33.3	20
	reflect	Verb	13	-	263.4	41
	budgets	NoC	13	-	0.2	13
	lend	Verb	13	-	0.1	13
	plates	NoC	13	-	70.2	25
	redundancy	NoC	13	+	1.2	11
	Midland	NoP	13	-	3.2	15
	ride	Verb	12	-	12.9	17
	flight	NoC	12	-	480.3	56
	Daniel	NoP	12	-	6.0	15
	Kate	NoP	12	-	72.0	25
	expansion	NoC	12	-	231.6	39
	guarantee	NoC	12	-	9.4	16
	selling	NoC	12	+	0.0	12
	filling	Verb	12	-	4.7	15
	jolly	Adv	12	+	143.8	3
	valid	Adj	12	-	64.8	24
	Lincoln	NoP	12	+	11.7	9
	by now	Adv	12	-	55.7	23
	catalogue	NoC	12	-	74.2	25
	kicked	Verb	12	-	10.0	16
	consultants	NoC	12	-	7.7	16
	pressures	NoC	12	-	108.7	28
	personnel	NoC	12	-	194.0	36
	secure	Adj	12	-	23.1	19
	goodbye	Int	12	+	6.3	10
	seminar	NoC	12	+	0.4	12
	stays	Verb	12	+	30.9	7
	bones	NoC	12	-	64.0	24
	ambulance	NoC	12	-	15.9	17
	granny	NoC	12	+	56.0	6
	dancing	NoC	12	+	0.1	12
	gates	NoC	12	-	33.7	20
	alter	Verb	12	-	31.0	20
	examination	NoC	12	-	425.0	52
	magistrates	NoC	12	-	48.8	22
	rabbit	NoC	12	-	3.5	15
	swap	Verb	12	+	83.9	4
	choir	NoC	12	+	5.4	10
	bleeding	Adj	12	+	37.4	7
	returned	Verb	12	-	1434.7	114
	evolution	NoC	12	-	87.0	26
	faster	Adv	12	-	19.1	18
	consistent	Adj	12	-	165.9	33
	heck	NoC	12	+	305.8	1
	certificate	NoC	12	-	134.0	31
	universities	NoC	12	-	110.8	28
	Rebecca	NoP	12	+	49.1	6
	saving	Verb	12	-	1.3	14
	wording	NoC	12	+	22.7	8
	assets	NoC	12	-	349.7	47
	Patrick	NoP	12	-	149.5	32
	specialist	NoC	12	-	248.0	40
	worn	Verb	12	-	27.5	19
	persons	NoC	12	-	297.9	43
	landscape	NoC	12	-	188.4	35
	on board	Adv	12	-	2.3	14
	amendments	NoC	12	+	6.4	10
	automatic	Adj	12	-	66.2	24
	weekends	NoC	12	+	3.9	10
	rose	NoC	12	-	95.6	27
	rotten	Adj	12	+	22.1	8
	bitch	NoC	12	+	14.7	8
	off of	Prep	12	+	256.0	1
	related	Adj	12	-	147.2	32
	switch	NoC	12	-	15.6	17
	Portsmouth	NoP	12	+	14.5	8
	disagree	Verb	12	+	30.6	7
	personality	NoC	12	-	141.3	31
	Newark	NoP	12	+	241.1	2
	specially	Adv	12	-	37.3	21
	recommended	Verb	12	-	178.3	34
	pop	NoC	12	-	55.8	23
	discount	NoC	12	-	28.7	19
	manual	NoC	12	+	0.3	12
	criticism	NoC	12	-	422.9	52
	museum	NoC	12	-	775.2	74
	characters	NoC	12	-	282.4	42
	sources	NoC	12	-	752.3	73
	sink	NoC	12	+	2.1	11
	Essex	NoP	12	-	69.7	24
	fail	Verb	12	-	190.5	35
	suffering	Verb	12	-	109.8	28
	transfer	NoC	12	-	475.7	55
	outcome	NoC	12	-	253.5	40
	Swindon	NoP	12	-	46.9	22
	soul	NoC	12	-	156.8	32
	cheeky	Adj	12	+	166.8	2
	Betty	NoP	12	-	1.6	14
	quietly	Adv	12	-	323.7	45
	hay	NoC	12	+	21.1	8
	cups	NoC	12	+	0.2	12
	mine	NoC	12	-	15.8	17
	regarding	Prep	12	-	44.5	21
	meaning	NoC	12	-	740.2	72
	Douglas	NoP	12	-	82.9	25
	candidate	NoC	12	-	296.3	43
	grants	NoC	12	-	36.6	20
	easier	Adv	12	-	0.1	12
	allocated	Verb	12	-	19.1	18
	constitution	NoC	12	-	298.4	43
	search	NoC	12	-	475.0	55
	controlled	Verb	12	-	244.2	39
	study	Verb	12	-	158.4	32
	neighbourhood	NoC	12	-	5.3	15
	cry	Verb	12	-	17.9	17
	Dick	NoP	12	-	1.1	13
	ducks	NoC	12	+	31.2	7
	seconder	NoC	12	+	462.2	0
	pursue	Verb	12	-	38.3	20
	landlord	NoC	12	-	118.1	29
	raining	Verb	12	+	65.9	5
	muscle	NoC	12	-	24.7	18
	trustees	NoC	12	+	0.0	12
	victory	NoC	12	-	574.5	61
	Skelton	NoP	12	+	226.6	2
	moderator	NoC	12	+	309.6	1
	spelling	NoC	12	+	14.3	8
	approached	Verb	12	-	148.5	31
	behave	Verb	12	-	22.6	18
	judge	Verb	12	-	41.3	21
	riding	Verb	12	-	22.6	18
	refused	Verb	12	-	700.0	69
	entertainment	NoC	12	-	44.0	21
	flu	NoC	12	+	57.8	5
	glory	NoC	12	-	17.6	17
	maximum	NoC	12	-	12.2	16
	promise	Verb	12	-	8.4	16
	sums	NoC	12	-	7.3	15
	nonsense	NoC	12	-	14.8	17
	Northern	NoP-	12	-	356.9	47
	depressed	Adj	12	-	7.3	15
	cigarette	NoC	12	-	72.0	24
	welfare	NoC	12	-	439.0	52
	mechanism	NoC	12	-	151.8	31
	convinced	Adj	12	-	93.8	26
	blocks	NoC	12	-	54.2	22
	column	NoC	12	-	140.0	30
	woke	Verb	12	-	3.9	14
	cooking	Verb	12	+	1.3	11
	primarily	Adv	12	-	180.2	34
	deliberately	Adv	12	-	133.2	30
	useless	Adj	12	-	1.6	13
	complaint	NoC	12	-	29.6	19
	worrying	Adj	12	+	1.0	11
	scope	NoC	12	-	222.7	37
	stamps	NoC	12	+	63.3	5
	grew	Verb	12	-	398.4	50
	assuming	Verb	12	-	35.1	20
	testing	Verb	12	-	3.6	14
	joy	NoC	12	-	86.6	25
	lighting	NoC	12	-	22.5	18
	aside	Adv	12	-	244.9	39
	forgive	Verb	12	-	3.4	14
	Maxwell	NoP	12	-	1.5	13
	printer	NoC	12	-	17.5	17
	processes	NoC	12	-	534.0	58
	railways	NoC	12	-	33.7	20
	cattle	NoC	12	-	106.9	27
	existence	NoC	12	-	754.6	72
	whichever	DetP	12	+	11.3	8
	significantly	Adv	12	-	339.5	45
	theme	NoC	12	-	288.1	42
	Jan*	NoP	12	-	4.9	14
	mid	Adj	12	-	7.9	15
	toys	NoC	12	+	0.0	12
	anxiety	NoC	12	-	118.1	28
	thoroughly	Adv	12	-	55.7	22
	shorter	Adj	12	-	27.4	19
	overtime	NoC	12	+	103.5	4
	above	Adv	12	-	1280.7	103
	Ricky	NoP	12	+	88.2	4
	architecture	NoC	12	-	141.7	30
	Victoria	NoP	12	-	105.8	27
	extraordinary	Adj	12	-	154.7	31
	creating	Verb	12	-	239.3	38
	estimates	NoC	12	-	37.9	20
	interviews	NoC	12	-	92.0	26
	messing	Verb	12	+	184.1	2
	housing	Verb	12	-	144.6	30
	lately	Adv	12	+	11.3	8
	boards	NoC	12	-	136.2	30
	auditors	NoC	12	-	0.2	12
	grammar	NoC	12	-	91.4	26
	neither	DetP	12	-	142.6	30
	Carol	NoP	12	+	1.9	10
	Aaron	NoP	12	+	162.5	2
	Norwich	NoP	12	-	7.4	15
	heading	NoC	12	+	2.8	10
	abbey	NoC	12	-	36.9	20
	falls	Verb	12	-	61.4	23
	exercise	Verb	12	-	86.8	25
	owner	NoC	12	-	477.4	54
	workforce	NoC	12	-	10.9	16
	score	Verb	12	-	3.0	14
	suggests	Verb	12	-	781.6	74
	photo	NoC	12	-	0.6	13
	dancing	Verb	12	-	1.2	13
	democrats	NoC	12	-	47.1	21
	approved	Adj	12	+	3.4	10
	costing	Verb	12	+	4.4	9
	principles	NoC	12	-	599.0	62
	pretend	Verb	12	-	0.4	12
	machinery	NoC	12	-	93.5	26
	spoon	NoC	12	+	23.4	7
	attendance	NoC	12	-	31.2	19
	Janet	NoP	12	+	3.9	9
	unfortunate	Adj	12	-	16.0	17
	hardware	NoC	12	-	55.1	22
	sauce	NoC	12	-	5.9	14
	overnight	Adv	12	-	0.1	12
	carbonate	NoC	12	+	83.6	4
	freezing	Adj	12	+	8.9	9
	finds	Verb	12	-	149.6	31
	consumer	NoC	12	-	375.6	47
	Kim	NoP	12	-	2.6	13
	correctly	Adv	12	-	39.8	20
	potentially	Adv	12	-	95.1	26
	learned	Verb	12	-	407.5	50
	transferred	Verb	12	-	180.3	33
	tube	NoC	12	-	45.5	21
	trainers	NoC	12	+	21.7	7
	granted	Verb	12	-	416.0	50
	slept	Verb	12	-	27.2	18
	incidentally	Adv	12	+	1.1	10
	studying	Verb	11	-	93.1	26
	sub-committee	NoC	11	+	72.1	4
	owners	NoC	11	-	279.6	41
	gloves	NoC	11	+	2.0	10
	blowing	Verb	11	+	2.2	10
	booklet	NoC	11	+	2.3	10
	midnight	NoC	11	-	38.0	20
	perform	Verb	11	-	191.8	34
	argued	Verb	11	-	745.2	71
	worthwhile	Adj	11	-	9.5	15
	techniques	NoC	11	-	646.6	65
	grade	NoC	11	-	42.0	20
	mass	NoC	11	-	255.8	39
	improvements	NoC	11	-	95.2	26
	Lynn	NoP	11	+	56.6	5
	wasting	Verb	11	+	24.0	7
	left	Adv	11	+	63.9	5
	politicians	NoC	11	-	215.6	36
	laying	Verb	11	-	1.2	13
	firm	Adj	11	-	235.2	37
	soldiers	NoC	11	-	251.6	38
	shoulders	NoC	11	-	358.2	46
	processing	NoC	11	-	169.2	32
	Lock	NoP	11	+	123.5	3
	bearings	NoC	11	+	122.0	3
	whoops	Int	11	+	408.6	0
	beings	NoC	11	-	29.0	18
	reminds	Verb	11	+	20.9	7
	annoying	Adj	11	+	111.3	3
	periods	NoC	11	-	321.9	43
	except for	Prep	11	-	53.1	21
	advantages	NoC	11	-	163.7	32
	steady	Adj	11	-	111.3	27
	causes	Verb	11	-	48.9	21
	urgent	Adj	11	-	66.5	23
	testing	NoC	11	-	48.7	21
	cleaner	NoC	11	+	22.3	7
	pace	NoC	11	-	179.4	33
	picks	Verb	11	+	43.1	5
	pad	NoC	11	+	25.6	7
	votes	NoC	11	-	191.0	34
	rings	NoC	11	-	0.6	12
	golden	Adj	11	-	297.9	42
	boiler	NoC	11	+	29.0	6
	largest	Adj	11	-	624.2	63
	factories	NoC	11	-	20.8	17
	relatives	NoC	11	-	124.7	28
	sounded	Verb	11	-	173.9	32
	disappeared	Verb	11	-	215.3	35
	realistic	Adj	11	-	38.5	19
	combination	NoC	11	-	396.7	48
	expectations	NoC	11	-	215.3	35
	Westminster	NoP	11	-	68.8	23
	demands	NoC	11	-	499.0	55
	Joy	NoP	11	+	56.3	5
	outside of	Prep	11	+	16.4	7
	tongue	NoC	11	-	99.7	26
	phoning	Verb	11	+	147.8	2
	no-one*	Pron	11	-	57.8	22
	integrate	Verb	11	+	18.1	7
	lamb	NoC	11	+	0.9	10
	trolley	NoC	11	+	23.3	7
	amounts	NoC	11	-	102.9	26
	attended	Verb	11	-	243.4	38
	wish	NoC	11	-	15.3	16
	odds	NoC	11	-	13.4	16
	mayor	NoP	11	+	453.1	0
	institutions	NoC	11	-	760.9	71
	least	DetP	11	+	3.9	9
	representative	NoC	11	-	81.6	24
	emotional	Adj	11	-	260.6	39
	psychology	NoC	11	-	120.0	28
	tune	NoC	11	-	4.6	14
	envelope	NoC	11	-	7.5	15
	tens	Num	11	+	24.9	7
	admitted	Verb	11	-	602.9	62
	increases	NoC	11	-	82.9	24
	genuine	Adj	11	-	222.8	36
	Bristol	NoP	11	-	155.5	31
	schedule	NoC	11	-	92.9	25
	Grant	NoP	11	-	83.6	24
	anniversary	NoC	11	-	58.5	22
	Newcastle	NoP	11	-	128.9	28
	highway	NoC	11	+	3.1	9
	reception	NoC	11	-	101.1	26
	ratio	NoC	11	-	156.4	31
	slide	NoC	11	+	4.9	9
	hook	NoC	11	+	0.4	10
	troops	NoC	11	-	463.9	53
	remarks	NoC	11	-	46.6	20
	everyday	Adj	11	-	65.4	22
	forecast	NoC	11	+	5.3	9
	stewards	NoC	11	+	43.4	5
	fall	NoC	11	-	346.6	45
	contribute	Verb	11	-	131.8	28
	institute	NoC	11	-	544.0	58
	witness	NoC	11	-	34.5	19
	Bicester	NoP	11	+	206.8	1
	jumping	Verb	11	+	7.6	8
	encouraging	Adj	11	-	66.4	22
	raw	Adj	11	-	105.5	26
	perception	NoC	11	-	73.3	23
	thingy	NoC	11	+	427.5	0
	external	Adj	11	-	486.7	54
	wished	Verb	11	-	278.7	40
	Cathy	NoP	11	+	61.8	4
	Alison	NoP	11	-	5.5	14
	depth	NoC	11	-	184.1	33
	justify	Verb	11	-	59.6	22
	tins	NoC	11	+	40.9	5
	studio	NoC	11	-	969.8	83
	anxious	Adj	11	-	194.0	33
	closure	NoC	11	-	48.2	20
	eighteenth	Ord	11	-	58.8	21
	tunnel	NoC	11	-	98.1	25
	creation	NoC	11	-	453.6	52
	hand	Verb	11	+	3.0	9
	feeding	Verb	11	-	35.2	19
	acceleration	NoC	11	+	28.5	6
	moves	Verb	11	-	52.6	21
	literature	NoC	11	-	535.7	57
	leadership	NoC	11	-	466.4	52
	mister	NoC	11	+	46.5	5
	sets	Verb	11	-	76.8	23
	interpretation	NoC	11	-	388.4	47
	kit	NoC	11	-	35.5	19
	starting	NoC	11	-	25.9	17
	reductions	NoC	11	-	4.6	13
	considerably	Adv	11	-	167.7	31
	framework	NoC	11	-	319.9	43
	all the same	Adv	11	+	1.8	10
	lorries	NoC	11	+	24.0	6
	fog	NoC	11	+	0.9	10
	corporation	NoC	11	-	249.4	37
	stamp	NoC	11	-	0.0	11
	believes	Verb	11	-	326.8	43
	boyfriend	NoC	11	-	0.0	11
	nails	NoC	11	-	5.9	14
	scenario	NoC	11	+	16.9	7
	zero	NoC	11	+	11.4	8
	kingdom	NoC	11	-	74.0	23
	allowing	Verb	11	-	384.1	47
	constable	NoC	11	-	40.5	19
	dole	NoC	11	+	66.7	4
	rub	Verb	11	+	33.5	6
	ugh	Int	11	+	251.6	1
	react	Verb	11	-	3.6	13
	log	NoC	11	-	0.0	11
	attitudes	NoC	11	-	469.2	52
	fans	NoC	11	-	230.9	36
	winner	NoC	11	-	204.1	34
	neighbour	NoC	11	-	34.8	19
	na	Int	11	+	355.3	0
	avenue	NoC	11	-	20.6	17
	assure	Verb	11	+	1.6	10
	gang	NoC	11	-	14.3	15
	ugly	Adj	11	-	6.9	14
	phase	NoC	11	-	437.6	50
	surplus	NoC	11	-	3.4	13
	Geoffrey	NoP	11	-	28.8	18
	plus	NoC	11	+	8.6	8
	miners	NoC	11	-	36.2	19
	threatened	Verb	11	-	280.1	40
	productivity	NoC	11	-	51.9	21
	generous	Adj	11	-	92.1	25
	dun~	Verb	11	+	440.6	0
	tone	NoC	11	-	367.5	45
	shelf	NoC	11	-	10.2	15
	dishes	NoC	11	-	9.4	14
	dare	Verb	11	+	1.9	9
	printed	Verb	11	-	37.4	19
	restrictions	NoC	11	-	149.1	29
	red	NoC	11	-	87.4	24
	umm	Int	11	+	351.3	0
	loo	NoC	11	+	92.5	3
	grief	NoC	11	-	10.6	15
	determine	Verb	11	-	322.8	42
	palace	NoC	11	-	412.3	48
	cotton	NoC	11	-	82.4	24
	frequently	Adv	11	-	647.1	63
	maintained	Verb	11	-	324.0	42
	vision	NoC	11	-	376.5	46
	petition	NoC	11	-	2.7	13
	efficiency	NoC	11	-	286.3	40
	German	NoC	11	-	20.9	16
	aunt	NoC	11	-	193.6	33
	muscles	NoC	11	-	62.3	22
	fits	Verb	11	+	2.7	9
	shell	NoC	11	-	54.1	21
	shadow	NoC	11	-	183.1	32
	Saint	NoP-	11	+	35.9	5
	tested	Verb	11	-	133.7	28
	core	NoC	11	-	241.3	37
	waste	Verb	11	-	10.2	15
	fours	Num	11	+	97.2	3
	lemon	NoC	11	-	1.9	12
	junior	Adj	11	-	151.7	30
	embarrassed	Adj	11	-	5.2	13
	rise	Verb	11	-	244.4	37
	terrific	Adj	11	+	26.0	6
	Mickey	NoP	11	+	42.0	5
	violent	Adj	11	-	153.7	30
	user	NoC	11	-	685.9	66
	crap	Adj	11	+	289.1	1
	tidy	Adj	11	+	16.1	7
	stated	Verb	11	-	467.5	52
	spaces	NoC	11	-	15.1	16
	chamber	NoC	11	-	171.6	31
	rope	NoC	11	-	20.7	16
	quiz	NoC	11	+	56.9	4
	trick	NoC	11	-	12.4	15
	weapons	NoC	11	-	335.5	43
	walks	Verb	11	+	25.5	6
	faces	NoC	11	-	228.1	35
	delay	NoC	11	-	91.3	24
	supper	NoC	11	-	16.8	16
	genes	NoC	11	-	67.1	22
	unique	Adj	11	-	398.2	47
	tries	Verb	11	-	13.7	15
	posts	NoC	11	-	83.1	23
	valley	NoC	11	-	400.0	47
	pits	NoC	11	+	2.6	9
	burning	Verb	11	-	6.9	14
	T. / t.	Lett	11	+	503.1	0
	retain	Verb	11	-	123.9	27
	bearing	NoC	11	+	24.3	6
	navy	NoC	11	-	61.5	21
	peculiar	Adj	11	-	12.0	15
	mass	Adj	11	-	260.8	38
	belief	NoC	11	-	531.4	56
	spreadsheet	NoC	11	+	36.7	5
	representing	Verb	11	-	92.1	24
	worship	NoC	11	-	7.1	14
	involves	Verb	11	-	362.7	45
	presence	NoC	11	-	1074.2	89
	nah	Int	11	+	216.5	1
	advised	Verb	11	-	116.6	26
	select	Verb	11	-	41.6	19
	questionnaire	NoC	11	-	1.7	12
	rolls	NoC	11	+	9.1	8
	guard	NoC	11	-	117.1	26
	volunteers	NoC	11	-	46.1	19
	Bruce	NoP	11	-	31.6	18
	preference	NoC	11	-	80.0	23
	Jason	NoP	11	+	0.0	11
	dramatic	Adj	11	-	321.3	42
	experience	Verb	11	-	120.7	27
	receipt	NoC	11	-	1.1	12
	replaced	Verb	11	-	638.1	62
	pipes	NoC	11	-	0.9	12
	Indian	Adj	11	-	309.3	41
	walkman	NoC	11	+	278.4	1
	confusion	NoC	11	-	170.2	31
	markets	NoC	11	-	667.2	64
	premiums	NoC	11	+	20.9	6
	technique	NoC	11	-	445.4	50
	fourteenth	Num	11	+	27.9	6
	mornings	NoC	11	+	8.8	8
	brigade	NoC	11	-	1.4	12
	blow	NoC	11	-	60.4	21
	deny	Verb	11	-	90.4	24
	pints	NoC	11	+	54.3	4
	privatization	NoC	11	+	5.2	8
	taped	Verb	11	+	167.0	2
	preparing	Verb	11	-	129.6	27
	apples	NoC	11	+	4.7	8
	in between	Prep	11	+	161.0	2
	discipline	NoC	11	-	604.5	60
	hitting	Verb	11	-	0.4	11
	ownership	NoC	11	-	209.5	34
	evaluation	NoC	11	-	162.7	30
	tanks	NoC	11	-	15.2	15
	purple	Adj	11	-	0.9	12
	complaining	Verb	11	+	2.3	9
	fortunate	Adj	11	-	5.6	13
	drama	NoC	11	-	275.1	38
	passage	NoC	11	-	347.5	44
	extreme	Adj	11	-	230.8	35
